text,text_length,original_index,fragment_index,original_text_length,fragment_length,source_type
我根本就不打算正儿八经地经营感情，我要用那种最愚蠢的溺爱好好让你开心一把，让你无知让你美丽。,111,766,2,111,46,sentence_fragment
只要你想，只要我有。,111,766,3,111,10,sentence_fragment
2015年运气最好的星座第一名：,1283,767,0,1283,16,sentence_fragment
双鱼座好运气来源：明年双鱼座的好运气来源于投资理财明年双鱼座在投资理财上将会好运来，,1283,767,1,1283,42,sentence_fragment
上半年双鱼座的人际关系很不错，能给你带来不少资讯。,1283,767,2,1283,25,sentence_fragment
关于投资的项目也从中得到不少资讯，但是缺少资金和勇气来进行下去，跟别人合作又不放心，,1283,767,3,1283,42,sentence_fragment
于是迟迟下不了决心。,1283,767,4,1283,10,sentence_fragment
虽然在理财上也有几笔小财入口袋，财运大致还可以，但始终感觉不过瘾。,1283,767,5,1283,33,sentence_fragment
下半年双鱼座会遇到一些偏财运，要好好把握，鱼儿身边的朋友，有投资的项目做的不错人，,1283,767,6,1283,41,sentence_fragment
鱼儿看到后，难免也会有些蠢蠢欲动。,1283,767,7,1283,17,sentence_fragment
不妨多关心财务和金融市场的方面的信息，在金融市场投资方面，鱼儿可以瞄准市场的好时机下手，,1283,767,8,1283,44,sentence_fragment
收入方面会一片大好。,1283,767,9,1283,10,sentence_fragment
金融市场投资方面的运势有好运当然也会有运气不好的时候，如果感觉头脑混乱时，就不要进行投资或分析，,1283,767,10,1283,48,sentence_fragment
要适当减少买进，这样能避免错误的判断导致失误的状况发生。,1283,767,11,1283,28,sentence_fragment
金融市场投资方面的运势不定，千万不要过度倚赖这些好运而投机过度，以免因为分析错误而损失惨重。,1283,767,12,1283,46,sentence_fragment
第二名：摩羯座好运气来源：摩羯座明年的好运气来自职场上的拼搏摩羯座明年工作运算是重点所在，,1283,767,13,1283,45,sentence_fragment
在职场上将会大展身手，上半年摩羯在工作上还需要在加把劲，对事业上的事还算挺有自己的打算的。,1283,767,14,1283,45,sentence_fragment
只是对于自己的目标，如果设立的太高，就有些好高骛远、眼高手低了。,1283,767,15,1283,32,sentence_fragment
摩羯需要从根源去修正自己的计划，最好能设定一个自己短期内能达到的目标。,1283,767,16,1283,35,sentence_fragment
然后依次再设立目标，达到一个就再设定一个。,1283,767,17,1283,21,sentence_fragment
这样不断的有目标，才会让摩羯能一直向前冲。,1283,767,18,1283,21,sentence_fragment
尤其注意眼前，不要被一些表象冲昏了头脑，以为小小的成功就能代表一切，,1283,767,19,1283,34,sentence_fragment
把眼光放远一些，别只满足于眼前的小成就。,1283,767,20,1283,20,sentence_fragment
下半年摩羯座在职场上会经历种种考验，别人描述的自己有多么的好，现在有多么的出色，都不要轻易心动，,1283,767,21,1283,48,sentence_fragment
不要放弃自己的目标轻易转换跑道，只有在自己的位置拼搏了，靠自己的实力努力了，,1283,767,22,1283,38,sentence_fragment
最终的结果怎么样都不会有遗憾。,1283,767,23,1283,15,sentence_fragment
最好能想方设法让自己迈过眼前的坎儿，如果能坚持下去，将会在职场上大展身手，,1283,767,24,1283,37,sentence_fragment
你平时所隐藏起来的实力和让身边的人都大吃一惊，最终会得到你想要的。,1283,767,25,1283,33,sentence_fragment
第三名：双子座好运气来源：双子座明年的好运气来自大把的桃花明年双子座的桃花运不错，,1283,767,26,1283,41,sentence_fragment
单身的双子座，想谈一场轰轰烈烈的恋爱，让自己也能尝尝其中的酸甜苦辣，无论结局如何都要爱过，,1283,767,27,1283,45,sentence_fragment
都要亲自走一回，而不是永远都在看身边的人恋爱、幻想如果是自己会如何如何。,1283,767,28,1283,36,sentence_fragment
双子能很快会遇到跟你有缘的人，你很容易和跟你工作地点相同，,1283,767,29,1283,29,sentence_fragment
或者认识很久的同事或者通过朋友认识的人产生恋爱机会，有很多发生办公室恋情的机会，,1283,767,30,1283,40,sentence_fragment
不过要拿出勇气和积极的态度来，不要浪费这充满好桃花的一年。,1283,767,31,1283,29,sentence_fragment
有恋人的双子座，明年跟恋人步入婚姻的可能性不大，虽然表面上双子看似好说话，对美好梦幻的东西有憧憬，,1283,767,32,1283,49,sentence_fragment
但通常设计到婚姻这个神圣而又严肃的事情时，就会变得十分的现实。,1283,767,33,1283,31,sentence_fragment
你会想要把生活的重心放在投资和事业上，等有了足够的银子才会想到结婚。,1283,767,34,1283,34,sentence_fragment
如果明年感觉经济上的实力还不是很雄厚，会想出种种情况而把婚前延后到明年或者后年。,1283,767,35,1283,40,sentence_fragment
在情感跟恋人会有些隔阂，不过把真心话跟恋人讲出来之后，恋人会很理解你。,1283,767,36,1283,35,sentence_fragment
双子也通过这件事获益良多，接下来就是实事求、脚踏实地，一步一脚印打造自己的家庭。,1283,767,37,1283,40,sentence_fragment
也算是成都几家老字号鲍鱼火锅之一了，这个店是老店，还有一个新店在新希望路附近，,145,768,0,145,39,sentence_fragment
那么停车方便多了，我一般去那边。,145,768,1,145,16,sentence_fragment
这家虽然性价比不高，但是味道这么多年来保持了的没有吧品牌炸了，强烈推荐他们家的虾滑，,145,768,2,145,42,sentence_fragment
鲍鱼，生鱼片，每次必点的哈~~~因为白汤锅的，非常好适合不喜欢辣的人去~~不过每次喝汤都要喝饱了,145,768,3,145,48,sentence_fragment
还成吧，就是那天去时人多了点，烤鸭太腻了，其他的菜虽说不上好吃，但是也不算难吃，就是上菜速度太慢了！,71,769,0,71,50,sentence_fragment
服务员态度就不怎么评论了，反正我不欠你钱！,71,769,1,71,21,sentence_fragment
为什么北田家不堪一击？,243,770,0,243,11,sentence_fragment
为什么织田灭北田不费吹灰之力？,243,770,1,243,15,sentence_fragment
北田的纸面实力不差，还有九鬼这种水军s的撑着伊势十三郡北畠氏只不过掌握着南五郡而已，,243,770,2,243,42,sentence_fragment
北八郡由工藤长野氏关氏神户氏等小领主割据，甚至还有规模更小的北伊势四十七家，这帮人怎是信长的对手，,243,770,3,243,49,sentence_fragment
绝大部分很快就臣服于信长了。,243,770,4,243,14,sentence_fragment
而且在信长攻略伊势前就已经派泷川一益去做工作了（势州军记。,243,770,5,243,29,sentence_fragment
该史料为伊势攻略六七十年后成书，史料价值不能说高）。,243,770,6,243,26,sentence_fragment
永禄十一年二月，盘踞在铃鹿和河曲两郡的大势力神户具盛据城抵抗，其家老山路弹正也在高冈城笼城。,243,770,7,243,46,sentence_fragment
信长也不力攻，直接把儿,243,770,8,243,11,sentence_fragment
去过百盛那家，感觉很贵，音质一般，歌曲数量还可以，,81,772,0,81,25,sentence_fragment
但是令人郁闷的是，离包的时间还有十分钟的时候就停掉了，和经理反应之后说是再开10分钟…,81,772,1,81,43,sentence_fragment
谁会去唱10分钟的歌…,81,772,2,81,11,sentence_fragment
中午总在他家吃饭，量还是比较大的，工作餐味道还是可以的，就是中午人很多，总要等很久才能上餐，,56,773,0,56,46,sentence_fragment
但早餐的豆浆很超值。,56,773,1,56,10,sentence_fragment
把握手中的幸福陶艺是一个非常神奇的创造过程，当我们亲手做了一件陶瓷器，,58,774,0,58,35,sentence_fragment
经过窑火的烧制，每一件陶器中都有着自己的幸福。,58,774,1,58,23,sentence_fragment
朋友请客去吃的一家店，菜色很普通，没有什么很特别或者是说很招牌的菜，,58,775,0,58,34,sentence_fragment
但是菜的口味还成，挺合我的胃口的，,58,775,1,58,17,sentence_fragment
女生在第一次被男生撕开丝袜的时候心里在想什么？,109,776,0,109,23,sentence_fragment
请问女生在第一次被男生撕开丝袜的时候心里在想什么？,109,776,1,109,25,sentence_fragment
真的不是钓鱼 （逃<img data-rawwidth噫能撕破嘛 会赔我一双新的嘛 赶紧撕啊 撕破了我穿啥出门 他满足了嘛,109,776,2,109,61,sentence_fragment
帮同学买的他很满意~~~,12,777,0,12,12,sentence_fragment
除了有点贵还是很不错的对我个人很有帮助算是比较励志的吧。,28,778,0,28,28,sentence_fragment
足协为国奥重伤小将提供全套治疗 承诺全部费用来自江苏舜天的小将陶源因为代表国奥队出战，,587,779,0,587,43,sentence_fragment
身负重伤而受到外界的关注，目前陶源仍在北京进行康复治疗，记者今天从有关方面了解到，,587,779,1,587,41,sentence_fragment
中国足协已经与舜天俱乐部进行了正式沟通，足协表示将对陶源负责到底。,587,779,2,587,33,sentence_fragment
根据双方的沟通，足协表示陶源疗伤所需的全部费用，都将由中国足协承担，,587,779,3,587,34,sentence_fragment
另外，中国足协还向江苏国信舜天俱乐部提供了一份陶源伤势的治疗恢复方案。,587,779,4,587,35,sentence_fragment
由于陶源的伤势比较复杂，因此舜天方面向搜狐体育透露，还将请专业人士对足协提供的治疗方案进行评估，,587,779,5,587,48,sentence_fragment
然后再作出最后的决定。,587,779,6,587,11,sentence_fragment
“毕竟陶源还这么年轻，职业生涯刚刚开始，我们必须本着对队员负责任的态度，,587,779,7,587,36,sentence_fragment
争取用最短时间，让队员获得最佳的治疗效果。,587,779,8,587,21,sentence_fragment
”陶源是在与新加坡队的比赛中受重伤的，随后被送回北京，根据老挝医院所做的核磁共振检查显示，,587,779,9,587,45,sentence_fragment
陶源的左腿右侧韧带撕裂。,587,779,10,587,12,sentence_fragment
北医三院根据这一检查结果，为陶源的伤腿打上了石膏，接下来陶源将前往北京的宏达康复治疗中心，,587,779,11,587,45,sentence_fragment
按照中国足协给舜天俱乐部提供的治疗方案，陶源痊愈需要4个月左右的时间。,587,779,12,587,35,sentence_fragment
不过陶源最终是否会按照这套方案完成治疗，还要看舜天俱乐部的评估情况。,587,779,13,587,34,sentence_fragment
俱乐部和陶源本人更倾向于前往欧洲进行手术治疗，缩短治疗时间，治疗效果可能也会更好。,587,779,14,587,41,sentence_fragment
对此中国足协方面也明确表示，足协不会推诿责任，将会对球员负责到底，如果最终确认陶源需要出国手术治疗，,587,779,15,587,50,sentence_fragment
足协也将承担全部手术和康复费用。,587,779,16,587,16,sentence_fragment
一个从来没有去过北方的南方人寒假自由行想去东三省，请问我需要准备什么东西和注意什么？,202,781,0,202,42,sentence_fragment
一个土生土长，家乡从来不下雪的南方人，对于北方特别是东北有着莫名其妙的狂热，所以一直有打算去看看！,202,781,1,202,49,sentence_fragment
但是不知道如何准备装备和去东北游玩的注意事项。,202,781,2,202,23,sentence_fragment
还请大家各抒己见说一下，谢谢啦题主既然是南方妹子，那基本就不必在意“你瞅啥”这种问题了，,202,781,3,202,44,sentence_fragment
基本没谁能拉下脸去为难一个软妹子，除非你可劲儿盯着个帅哥看，他女朋友急眼了没准真来挠你。,202,781,4,202,44,sentence_fragment
还是不得不更换钢琴老师了，求分析出了什么情况？,2146,782,0,2146,23,sentence_fragment
以下是原题主删掉的部分。,2146,782,1,2146,12,sentence_fragment
随后原题主把所有的描述删除，问题也修改掉。,2146,782,2,2146,21,sentence_fragment
鉴于问答社区的问题不属于问题提出者，因此撤销回来。,2146,782,3,2146,25,sentence_fragment
由于原题主不再希望问题保存，因此还请随后的答主不要打扰原题主。,2146,782,4,2146,31,sentence_fragment
感谢大家的回复，题主忽然找到答案了，和大家分享：虽然依旧坚持老师性格那啥，但确实老师专业上没毛病。,2146,782,5,2146,49,sentence_fragment
如果问一句为啥涨价就退钱有一部分是因为不喜欢题主，,2146,782,6,2146,25,sentence_fragment
我想我有点明白原因了--我和老师对艺术以及对钢琴学习的理解，,2146,782,7,2146,30,sentence_fragment
答主中的呗呗很激动的抨击题主，由于言语中个人情绪浓郁，带动着我看完也很光火。,2146,782,8,2146,38,sentence_fragment
但深入想想，“待师如父”，就这么一个词就是一条夹在我们之间不可跨越的鸿沟。,2146,782,9,2146,37,sentence_fragment
我们根本就是两种人，你让我待师如父我一定会问师你有没有“待徒如女”，如果没有--免谈。,2146,782,10,2146,43,sentence_fragment
呗呗们不会这么问，我想是因为她追求的是艺术，是比较传统意义上的“拜师”。,2146,782,11,2146,36,sentence_fragment
我不太追求艺术，钢琴课对于我和美术跳舞这些培训班没什么两样，是桩交易。,2146,782,12,2146,35,sentence_fragment
老师觉得300块我屈尊教你，你应该感恩。,2146,782,13,2146,20,sentence_fragment
我觉得300正好，价格合适性价比高我就来了，我缺乏对艺术和艺术家的敬意。,2146,782,14,2146,36,sentence_fragment
谈好价格，双向选择之后我们各取所需，有不如意的自然可以探讨不必太过迁就。,2146,782,15,2146,36,sentence_fragment
当然礼貌客气不用担心，这是基本的素养我并不缺少，但敬畏是不够的。,2146,782,16,2146,32,sentence_fragment
而老师本人绝对是比呐呐更传统吧，自然不会很喜欢我这种家长。,2146,782,17,2146,29,sentence_fragment
又见一位答主和呗呗说“她再找不到这样好的老师了，让她自己后悔去”。,2146,782,18,2146,33,sentence_fragment
看完我当时也是摇头，老师是因为什么收我们的，是慈善吗？,2146,782,19,2146,27,sentence_fragment
所以可能让你们失望了，市场上依旧可以找到同类型的老师。,2146,782,20,2146,27,sentence_fragment
但你们说得对，如果不是今日问答社区一问，下次说不定新老师仍有一别，原因照旧。,2146,782,21,2146,38,sentence_fragment
这类老师除了市场，还需要更多的尊重和敬畏（从市场角度说，他们的专业水准和价格处在临界点上，,2146,782,22,2146,45,sentence_fragment
所以很容易获取到生源）。,2146,782,23,2146,12,sentence_fragment
反之，如果做不到，那就不应该选择这一类的老师（这样说来，第一次和老师见面就说不考级不走专业的我，,2146,782,24,2146,48,sentence_fragment
发言本来就踩线了）总之，忽然就比较豁然开朗了。,2146,782,25,2146,23,sentence_fragment
依旧给女儿换了个专业级别的老师，这次会尝试对艺术敬畏（多陪练），对老师敬畏（少说话）。,2146,782,26,2146,43,sentence_fragment
再搞砸，孩子对不起妈妈真的太不懂艺术了，咱们找个小老师吧。,2146,782,27,2146,29,sentence_fragment
顺便提醒一句，试着对艺术或者对老师敬畏，不代表作为老师就应该夹生傲娇。,2146,782,28,2146,35,sentence_fragment
尤其部分还没什么资本的小同志还是把傲气收收，态度好点，服务好点不丢人。,2146,782,29,2146,35,sentence_fragment
毕竟既然开价授课了，咱就别太端着。,2146,782,30,2146,17,sentence_fragment
（原文不删，与大家共享）上次求助，是在几个月前，求助内容“ 六岁半的女儿昨晚被钢琴老师发了巨彪，,2146,782,31,2146,48,sentence_fragment
这样的娃怎么引导”。,2146,782,32,2146,10,sentence_fragment
获得了很多朋友的回答，很多业内人士的建议非常专业。,2146,782,33,2146,25,sentence_fragment
也有一些喷我自身育儿缺陷的，说实话不少也喷的一针见血，受教了。,2146,782,34,2146,31,sentence_fragment
我当时的想法是，不管怎么样，选择了一个专业水平不错的老师，短时间哪怕发生一点需要磨合的东西，,2146,782,35,2146,46,sentence_fragment
也尽量不去更换老师，更不能让孩子养成遇到困难就退老师凶一点或者批评了就把老师开掉的坏毛病。,2146,782,36,2146,45,sentence_fragment
然而就在昨天，我被老师开掉了。,2146,782,37,2146,15,sentence_fragment
昨天上午收到老师的微信“自下次交费日起，以下琴童钢琴课程费微调至 350元一节课”，,2146,782,38,2146,42,sentence_fragment
然后罗列了7个孩子的名字。,2146,782,39,2146,13,sentence_fragment
我想了想，回复了老师一条“老师，您好。,2146,782,40,2146,19,sentence_fragment
能否麻烦问下调价的原因，我们目前刚在您这里学习了半年时间。,2146,782,41,2146,29,sentence_fragment
不知是否和近期在筹备考一级的缘故？,2146,782,42,2146,17,sentence_fragment
我以为他会说“是的，因为考级”或者说“国内物价上涨”之类，然而意想不到的事发生了。,2146,782,43,2146,41,sentence_fragment
忽然我看到钢琴老师发了一个300元的红包过来，随后附上了一段话“调价，原因方方面面，决定在我，,2146,782,44,2146,47,sentence_fragment
不接纳，原因方方面面，,2146,782,45,2146,11,sentence_fragment
你的孩子钢琴课将不再继续，原因是失去意愿，直接说是不愿教了，不违中国法律吧，退上三百元学费，,2146,782,46,2146,46,sentence_fragment
请接纳，不要再来了”。,2146,782,47,2146,11,sentence_fragment
请原谅我的目瞪口呆。,2146,782,48,2146,10,sentence_fragment
我就这么被老师开除了。,2146,782,49,2146,11,sentence_fragment
当然，我面临两种选择：1收下钱，和老师说再见2晚上登门拜访，和老师打招呼，请他继续教授我的孩子。,2146,782,50,2146,48,sentence_fragment
毕竟我问为何涨价的初衷并不是为了拒绝，而是想了解是否与考级有关（我不准备考级，学琴的有多少考一级的，,2146,782,51,2146,50,sentence_fragment
我就是准备让孩子在小学之前感受一下什么叫考级）。,2146,782,52,2146,24,sentence_fragment
迅速权衡了下，我收下了老师的300红包--我不得不换个老师了。,2146,782,53,2146,31,sentence_fragment
虽然已经联系到水准差不多的老师了，周六去试课，但目前心情比较失落。,2146,782,54,2146,33,sentence_fragment
询问了被涨价的另外一个孩子家长，对方家长说“我们马上要考级，这时候涨价，我很不愉快。,2146,782,55,2146,42,sentence_fragment
这么涨价我们上不起，我要求他退钱不上了“。,2146,782,56,2146,21,sentence_fragment
有了同盟军，似乎心里多少有点安慰，但依旧是失落的。,2146,782,57,2146,25,sentence_fragment
失落的原因可能是没有做好心理准备，不知道自己就这样和老师说拜拜了，是否是对的。,2146,782,58,2146,39,sentence_fragment
提供些素材，请大家帮忙分析：（划重点：列举的缺点如扣凳子按门铃什么，,2146,782,59,2146,34,sentence_fragment
题主都支持，家里孩子也没这类问题，说的是老师反复强调带来的不适感询问调课也不是说题主爱请假支持瞎，,2146,782,60,2146,49,sentence_fragment
是在学习前先和老师商量好以防万一，毕竟孩子小会生病什么，,2146,782,61,2146,28,sentence_fragment
直接扣课费调课都不能有点担心）（字多截图）这位老师我个人觉得没毛病。,2146,782,62,2146,34,sentence_fragment
国外的老师真的都是这样。,2146,782,63,2146,12,sentence_fragment
本科四年在美国学的钢琴表演。,2146,782,64,2146,14,sentence_fragment
在学校里修的钢琴教学课里面，老师就说过，建立自己的教学工作室，必须要有自己的一套规则。,2146,782,65,2146,43,sentence_fragment
我觉得这位老师在教学之前，把她所有的要求都说清楚了，能接受你就来，不能接受就不来，人家并没有勉强你。,2146,782,66,2146,50,sentence_fragment
制定一系列规定，在开始就避免了很多纠纷的开始。,2146,782,67,2146,23,sentence_fragment
你提到的不能接受随便换课调课，这条规则确实看起来确实没有人情味。,2146,782,68,2146,32,sentence_fragment
可是你有没有想过，每个,2146,782,69,2146,11,sentence_fragment
好很好非常好第一套在网上买的书 虽然是很多年前的讲话实录 但朱总理的书绝对值得购买的 大家支持起来,49,783,0,49,49,sentence_fragment
系统比较流畅屏幕清晰物有所值对得住他的价格起不过只是来电声音不大而已。,35,784,0,35,35,sentence_fragment
非常不错的东西非常好,10,785,0,10,10,sentence_fragment
人还可以，比南方要少很多。,58,786,0,58,13,sentence_fragment
坐公交买很多东西感觉还是蛮累的，最好自驾或者就是离家不远，坐班车的。,58,786,1,58,34,sentence_fragment
超市服务态度还是可以的,58,786,2,58,11,sentence_fragment
如何优雅地结束单身？,36,787,0,36,10,sentence_fragment
妈呀，马上都25了。,36,787,1,36,10,sentence_fragment
不要太在乎性别什么的,36,787,2,36,10,sentence_fragment
很好 做完我四级过了,10,788,0,10,10,sentence_fragment
你认为怎样的生活状态是最理想的？,39,789,0,39,16,sentence_fragment
为什么相对<a class冷冷清清的风风火火。,39,789,1,39,23,sentence_fragment
很好吃啊，自从吃了一次之后就喜欢上了。,101,790,0,101,19,sentence_fragment
吃过糯米的，绿豆的，芋头的，都很好吃。,101,790,1,101,19,sentence_fragment
还有牛肉的，但次次回学校经过想买的时候都卖完了，好伤心。,101,790,2,101,28,sentence_fragment
那里的饼热热的，吃着香香的。,101,790,3,101,14,sentence_fragment
不知道怎么形容，总之值得一尝啦，哈哈~~~,101,790,4,101,21,sentence_fragment
教师资格证数学的面试试讲试题是就一个题目吗，没有一些其他基本的信息如概念吗？,233,791,0,233,38,sentence_fragment
面试考试程序 （一）候考：考生持面试准考证身份证件，按时到达测试考点，进入候考室候考。,233,791,1,233,43,sentence_fragment
（二）抽题：根据考点安排，登陆“面试测评软件系统”，计算机从题库中抽取一组试题，,233,791,2,233,40,sentence_fragment
考生任选其中一道试题，系统打印备课纸及试题清单。,233,791,3,233,24,sentence_fragment
（三）备课：考生持备课纸试题清单进入备课室，撰写教案（或演示活动方案），备课20分钟。,233,791,4,233,43,sentence_fragment
（四）回答规定问题 考官从题库中随机抽取2个规定问题，考生回答，时间5分钟。,233,791,5,233,38,sentence_fragment
蜜豆椰奶，最好喝了。,47,792,0,47,10,sentence_fragment
甜丝丝的，还有椰奶的香浓，回味无穷啊。,47,792,1,47,19,sentence_fragment
每次从家乐福出来，我会买一杯车上喝。,47,792,2,47,18,sentence_fragment
有哪些曾经别人说你不懂，现在自己经历了，懂了的事？,101,793,0,101,25,sentence_fragment
如题吧，不知道大家有没有这样的感受妈妈告诉我：,101,793,1,101,23,sentence_fragment
一定要自己赚钱 自己给自己买花戴 后来结婚了全职带孩子伸手找老公要钱的日子刻骨铭心 孩子6个月就做兼职赚钱,101,793,2,101,53,sentence_fragment
老公请我和宝宝去吃了一顿，服务还不错；,146,794,0,146,19,sentence_fragment
点了电视里看到的水瓜烙，确实蛮香脆的冷盘是酱爆吓，味道很不错甜品点了姜汁撞奶，看看很少我也没有吃完！,146,794,1,146,50,sentence_fragment
人均一百块送了一个木瓜炖银耳这个味道不错总的来说很清淡，,146,794,2,146,28,sentence_fragment
还算精致，靠窗的位子景观不错价格也没有想象的那么贵，可能我们没有吃什么燕鲍翅的缘由！,146,794,3,146,42,sentence_fragment
就在我家楼下- -太熟悉不过了。,197,795,0,197,16,sentence_fragment
木耳炒鱼片又滑又嫩，每次必点。,197,795,1,197,15,sentence_fragment
还有一个鸡翅中也很好吃，就是需要在一大堆辣椒里找。,197,795,2,197,25,sentence_fragment
其实我最执念的是这里的鲜菇五样，就是五种蘑菇熬成的汤，曾经它只有19元而已，非常非常鲜美。,197,795,3,197,45,sentence_fragment
我弟弟住院时还点名要喝这个。,197,795,4,197,14,sentence_fragment
可惜现在没有了，怨念啊啊啊啊！,197,795,5,197,15,sentence_fragment
每次送的南瓜粥很好喝，甜甜的。,197,795,6,197,15,sentence_fragment
环境我也喜欢，水上人家么，很有意境 那里的菜现在给我感觉是量越来越少，价钱越来越贵啦~~,197,795,7,197,44,sentence_fragment
我是东北人，男朋友对东北话的偏见使我很生气，应该怎么办？,164,796,0,164,28,sentence_fragment
他说东北话一点也不可爱，听着心慌，简直气死我了。,164,796,1,164,24,sentence_fragment
东北人很有意思，说的话越往东北，越往小地方就越普通话。,164,796,2,164,27,sentence_fragment
我在东北活了二十年了，去外地，人家还是听不出我是东北人。,164,796,3,164,28,sentence_fragment
所以说，会不会说东北话不是决定东北姑爷的唯一标准，没有什么大不了的。,164,796,4,164,34,sentence_fragment
但是不听媳妇话，绝对是标准，不听话你就削他啊。,164,796,5,164,23,sentence_fragment
高腰大摆式的裙摆，很有公主气息，梦幻唯美!时髦的喇叭皮裤在冬天总是不能少的，花边高腰设计利落有时髦，,754,797,0,754,50,sentence_fragment
侧拉链的剪裁方便穿着，不规则的大喇叭裤型打造出别样的摩登范。,754,797,1,754,30,sentence_fragment
这款流苏毛衣，粗毛线保暖顺滑，领是高领的可以折成一字肩，当寒风来的时候可以竖起来，,754,797,2,754,41,sentence_fragment
是不是很人性化呢版型是宽松的哦，不挑人，衣摆毛茸茸流苏看到都添加几份温暖~如此高性价比的毛衣，,754,797,3,754,47,sentence_fragment
怎能错过~ 针织提花面料黑色经典百搭穿着舒适自在 拼色造型街头潮人常见的造型之一。,754,797,4,754,41,sentence_fragment
秋天来了，你还在穿沉闷的单色系？,754,797,5,754,16,sentence_fragment
夸张的深V领设计，露出纤细锁骨，增添性感指数。,754,797,6,754,23,sentence_fragment
高腰大摆式的裙摆，很有公主气息，梦幻唯美。,754,797,7,754,21,sentence_fragment
本期非常喜欢的一款毛衣，满身的流苏毛边设计，采用特殊提花工艺织造，不用试穿就知道上身效果很好看，,754,797,8,754,48,sentence_fragment
关键还不容易撞衫，穿上就是独一无二~ 35%羊绒30%羊毛35绵纶，,754,797,9,754,34,sentence_fragment
轻簿、柔软、保暖性好 特选山羊绒纤维细长，整体有糯人的绒感，亲肤透气，,754,797,10,754,35,sentence_fragment
不扎皮肤 袖口、下摆罗纹编织收口，平织纹理 前身有两条往里侧收的纹理，,754,797,11,754,35,sentence_fragment
收敛腰部线条，显瘦呢 文艺女神描述：线条流畅，质感轻柔，穿着感觉超然物外 冬天内搭一件就很暖，,754,797,12,754,47,sentence_fragment
三季可穿 免绒棉混纺面料，都市轻复古文艺风格，款式简洁大方，高领，,754,797,13,754,33,sentence_fragment
长袖，花线针织，显瘦的精心设计之作，秋季单穿或者搭配开衫外套，冬季打底内穿，保暖耐寒。,754,797,14,754,43,sentence_fragment
宽松时尚，对身材不会有太多要求，两色，实用且性价比较高的一款衣服！,754,797,15,754,33,sentence_fragment
肩宽：58胸围：108+衣长：92袖长：48 超级好看的一款毛衣，时尚的字母绣花，高领设计防风防寒，,754,797,16,754,50,sentence_fragment
网纱撞上针织衫，将轻透和温暖糅合在一起，映入眼帘是舒适的干净清爽，,754,797,17,754,33,sentence_fragment
时尚经典的圆领，展露女性优雅的颈部曲线~oversized版型可以轻松包容各种MM的身材，,754,797,18,754,45,sentence_fragment
轻柔贴心的面料，让人穿上就舍不得脱下来~百搭基础款，无论是单穿还是作为搭配单品都不怯场~,754,797,19,754,44,sentence_fragment
「好书推荐」法兰西魔法——法朗士《鹅掌女王烤肉店》法兰西魔法——法朗士《鹅掌女王烤肉店》作者：,1535,798,0,1535,47,sentence_fragment
萧潇 简介法朗士是法国小说家、评论家，1921年诺贝尔文学奖得主。,1535,798,1,1535,33,sentence_fragment
1892年出版的《鹅掌女王烤肉店》被认为是一册历史、哲理小说。,1535,798,2,1535,31,sentence_fragment
推荐语不同于毛姆《魔法师》的层层伏笔，处处铺垫，法朗士《鹅掌女王烤肉店》的蝾螈和气精，,1535,798,3,1535,43,sentence_fragment
像是不容分说就跳到了你的眼前。,1535,798,4,1535,15,sentence_fragment
也是英国的毛姆太过经验主义，从一开头他就不信超验，牵引他的只有一丝微弱的好奇心，,1535,798,5,1535,40,sentence_fragment
于是故事不得不伏地前行，理智痴缠情感，傲慢更兼偏见，久久蓄势而不得起飞，,1535,798,6,1535,36,sentence_fragment
以至于最后几页，魔法果真来到眼前，它的面貌如此耸人听闻。,1535,798,7,1535,28,sentence_fragment
显然，细致耐心的侦探技巧对付的只能是魔术，而非魔法。,1535,798,8,1535,26,sentence_fragment
而法朗士先生，以法兰西大腹便便的“存在主义”性格，毫无障碍地将怪力乱神兼收并蓄，,1535,798,9,1535,40,sentence_fragment
于是在一片明媚的现实之上，就这么肆无忌惮胡乱蹦跳着各种奇怪玩意，,1535,798,10,1535,32,sentence_fragment
作为法兰西学院院士的法朗士，正如他为自己改定的笔名(France)，简直是法兰西灵魂的一枚优质标本，,1535,798,11,1535,50,sentence_fragment
他在法国沃土之上，通透彻底地迸发了自己的才华。,1535,798,12,1535,23,sentence_fragment
二十多岁写诗，三十多岁一举成名（《波纳尔的罪行》），入过党（法国共产党），获过奖（诺贝尔文学奖），,1535,798,13,1535,49,sentence_fragment
深入参与生活，高调介入政治。,1535,798,14,1535,14,sentence_fragment
责任心爆棚的时候，写救赎与毁灭的《苔依丝》，情感溃堤的时候，写绵软柔情的《红百合花》，,1535,798,15,1535,43,sentence_fragment
而“爱谁谁”的晃悠时光，就写这种《鹅掌女王烤肉店》。,1535,798,16,1535,26,sentence_fragment
一路伴随荣誉和欢呼，直到热热闹闹地送入国葬。,1535,798,17,1535,22,sentence_fragment
《鹅掌女王烤肉店》有点流浪汉小说的古典气质，满篇的双引号乒乒乓乓，,1535,798,18,1535,33,sentence_fragment
“我”和瓜纳尔长老煞有介事的神秘主义“哲理对话”，又像“雅克和他的主人”。,1535,798,19,1535,37,sentence_fragment
只是这位瓜纳尔长老像是带着前世的图书馆和今世的行脚靴，从天而降。,1535,798,20,1535,32,sentence_fragment
他颇有章法地胡说八道，像是一个中了邪的先知，或开了光的傻瓜。,1535,798,21,1535,30,sentence_fragment
