text,text_length,original_index,paragraph_index,original_text_length,paragraph_length,source_type
…酒店有专车可以接送，这个还不错，不然这么远的地方，自己过来还真是不方便晚上四场婚礼同时在进行，十月果然是结婚高峰啊。我们是在进门左边那个厅吃的喜酒。菜式一般，味道不怎么样，就算是婚宴，这味道也算是中等偏下了……服务员很少，饮料什么都要自己去拿，没人主动送上来……换骨盆也是，说了才换一换。听说这里草坪婚礼是特色？那没有草坪的话，办在这里还真是没什么意思…,186,635,0,186,178,split_paragraph
明明长得很漂亮的女生却永远拒绝面对镜头明明实力很强做事之前却十分担心自己没有办法完成好任务。是因为对自己要求过高还是没有认清自己到底是怎样的人我的观点是这类人的自我评价机制是错误的，就我个人观察而言，我发觉此类优秀的人活得很累，常常有不知名的压力笼罩着他们 逼迫他们变得优秀 ，我认为他们把信心都寄托于别人的评价太过于在意他人目光。所以做事小心翼翼，努力变得优秀，极其懊恼出丑，每一次的出糗都会给他们自信心以打击，每一次成功的做事之后都会收到别人赞扬的目光，由此变得自信。其实，这种心态是很不好的。,285,637,0,285,249,split_paragraph
全面、丰富、快速反应世界旅游业动态，提供旅游线索，以新颖独特的视角，对所拍摄地区进行全景式细致的报道；,145,638,0,145,51,split_paragraph
一开始不知道这里是吃什么的，很少来这里消费，现拿手机上点评查的，哈哈，后来进来之后就觉得真是仅对了诶，没想到这里有拉面炒年糕，哈哈，一直想在北京找一家正宗的拉面炒年糕店，于是点了试吃。吃了之后觉得味道一般般，汤汁看着颜色挺浓的，但是味道一般般。还算好吃，里面好像有少许起司，但是没有什么大的惊喜，看来我还是要继续寻找啊~~除了拉面炒年糕，还点了海鲜汤，味道一般般，挺贵了一小碗，只有半只螃蟹，一只虾，一只蛤蛚，而且有一股的怪味道，是不是也放了起司啥的了，总之不喜欢。,326,640,0,326,233,split_paragraph
看看周围的人都吃石锅拌饭啊，挺诱人的，下回一定试试。店员不多，服务倒还可以，有一个穿制服的女的一直面带微笑，让人心情愉快啊！,326,640,1,326,62,split_paragraph
第二次世界大战期间，曾在太平洋战区和欧洲战区行动。他的哥哥詹姆斯·劳顿·科林斯是陆军少将，侄子迈克尔·科林斯是美国第一个登上月球的航天宇航员。约瑟夫·科林斯在朝鲜战争期间担任美国陆军参谋长。科林斯出生于路易士安娜州的新奥尔良，1917年毕业于西点学校，任官为少尉。四月，分配到第22步兵团，参加过第一次世界大战。1917-1919期间，从中尉晋升为上尉，取Gladys Easterbrook为妻子。1920年在西点军校任教，后到本宁堡步兵学校。,1159,641,0,1159,223,split_paragraph
1932年在进修时晋升为少校，1933年－1944年被马歇尔提拔在菲律宾马尼拉23旅担任参谋长助理。1937年，他毕业于军事工业学院，1938年毕业于陆军战争学院；1938年–1940年在陆军战争学院担任教官，晋升为中校。1940年6月，为美国第7军的参谋长。1941年临时晋升为上校，珍珠港爆发后，1942年2月晋升为陆军准将，5月为少将。1941－1942为美驻夏威夷的参谋长，并出任一个叫作热带闪电称号的师第25步兵师师长，在瓦胡岛和瓜达尔卡纳尔岛进行反击日本的行动。,1159,641,1,1159,237,split_paragraph
1943年7月至10月进行，科林斯作战迅速，他指挥的第25步兵师肩章为闪电，所以固有闪电JOE的外号。1944年－1945年，科林斯被调往欧洲战场，指挥美军第7军军长，进行诺曼底登陆。科林斯主要是指挥第7军团进行眼镜蛇行动，6月19日，因为严重风暴吹袭英吉利海峡三天，导致计划被迫取消计划。第1军团打算直接进攻圣洛，但奥马尔·布莱德雷不得不停止。奥马尔·布莱德雷和众美军将领认为，现在应该攻占瑟堡，才能进攻圣落。,1159,641,2,1159,206,split_paragraph
瑟堡的守军主要由四个残余群组成，科林斯在6月27日终于把瑟堡攻下，美军第9步兵师削弱西北守军。4天之内，科林斯的第7军和第8军、19军对圣落的进攻进行恢复，德军派更多的装甲部队到美军战线。蒙哥马利把科林斯的第7军扣在自己指挥下，但从他拟定最初6月14日的计划，派布莱德雷从科蒙向维尔和莫尔坦进攻，圣洛向维勒迪和阿夫朗什的两线进攻，可是没有按计划实行，因为科林斯27日把瑟堡攻下，要重新拟定方案。,1159,641,3,1159,197,split_paragraph
7月12日，布莱德雷向他的下属讲解他计划，科林斯也参与策划，并由科林斯指挥第7军为主攻部队，第7军主要在眼镜蛇行动进行突破和推进。1944年9月19日进行许特根森林战役，1945年攻下科隆。3月至4月进攻进攻鲁尔，最后攻下易北河畔，再进攻柏林与苏联会师。战争结束后，1949年8月16日到1953年8月15日，科林斯在朝鲜战争期间担任美国陆军参谋长，并对朝鲜战争进行视察和评估，应麦克亚瑟的要求，请求议会批准进行仁川登陆。他对美军特种部队作出发展和贡献，并成立北大西洋公约组织。,1159,641,4,1159,239,split_paragraph
虽然确实有当太子之心，但他的心思更多的还是在诗词歌赋，属于文人骚客类型，感觉他夺嫡有点被杨修乱带节奏。曹彰围困洛阳，以清君侧名义抓捕司马懿和贾大夫，千钧一发之际，还是曹植为社稷着想，放弃个人功利，退出了这场争斗。解救司马懿，共饮赴死，看得我一阵肉麻，甚至感动。真性情，正如司马懿所说：“这世上有许多美好的事物，比权势更值得求索。比如公子的诗文歌赋，哪怕再过千年，亦是流光溢彩，普照后世。”<img data-rawwidth和您最后一句恰恰相反，他一生悲剧的根源就在于太过执着儒家的三不朽理想。,422,644,0,422,247,split_paragraph
若葵藿之倾叶，太阳虽不为之回光，然向之者诚也葵藿的叶子朝向太阳，但太阳却不愿意专门照着他们，这葵藿就是曹植的一生啊。汉末是一个儒学式微玄学将兴的时代，而曹植的命运悲剧就透露着儒道冲突的悲剧意味，他任性妄为，饮酒不节，外表上和阮籍嵇康的放浪是很相似的，也正是这些性格上的大忌毁灭了他入世的机遇。,422,644,1,422,146,split_paragraph
星云颜值娱乐讯10月19日近日，北京某高中女生宿舍走红网络，只因为室友颜值都太高！被网友赞“史上最高颜值”高中生宿舍，简直美过关晓彤宿舍了。据悉，四个女生都在北京读高中，因近期在某平台直播而引起关注。其中有笑起来神似郑爽的妹纸，也有正在参加2016世界小姐的妹纸，个个颜值爆表！这个长发女孩，长相清纯甜美，最近发照片显示正在参加2016年的世界小姐。看来不止长得美，还有一双大长腿！此妹纸自称是陈道明的小粉丝，在某直播平台时，被发现她一个宿舍四个女生都美哭了。而她笑起来更是神似郑爽。,299,648,0,299,242,split_paragraph
味道总的来说是好的。唯一郁闷的是我分不太清这里的牛肉丸和牛筋丸的区别，如果是在汕头常去的那家店，丸子至少比这里大一倍的，牛筋丸也能明显看到牛筋粒粒在里面，牛肉丸咬开也能明显感到肉汁四射的。但是这家的就没有。这里无线网络还不错，我第一次遇到火锅店有开无线网络的。不过，在对面数家福合埕的围攻下，我有点对这家店的前景担忧…,207,649,0,207,159,split_paragraph
根据中国汽车工业协会统计，东风悦达2005年轿车销量为10.56万辆，列全国第十二位。K2是起亚汽车在中国实现全球首发的第一款车。是世界三大汽车设计师之一的彼得·希瑞尔专为中国年轻消费者量身打造。它是继“精英格调新典范”K5之后，代表起亚全新高端品质内涵K系列车型。,233,650,0,233,133,split_paragraph
后来没蓝屏了就经常死机。动不动就死机。还把我的系统弄坏了。后来重装后还是死机。用回原来的又是正常的。新的旧的一起插也会死机单单插这条新的还是死机。,92,652,0,92,73,split_paragraph
不用过来问我为什么只问奇葩女生这种问题，你同样也可以问镜像问题奇葩男生，不要这么玻璃心来找存在感谢谢，另外，认真打游戏但是坑了的这种我觉得并不算奇葩，我说的奇葩可以参考楼下某些答主的答案，比如我是妹子就算我不是中单但是蓝你得让给我，不让给我就不是男人然后开送这种。以上更新一个今天遇到的奇葩妹子。（好像有点长） 我玩辅助琴女，和ad开黑。她玩的中单发条，和上单开黑。先说说双方阵容。我方阵容人马 纳尔 发条 琴女 女警 敌方阵容剑魔 锐雯 拉克丝 ez 烬 每场进游戏前我有个习惯，就是看双方的段位。,351,653,0,351,250,split_paragraph
上单和中单都是铂金5，打野没段位，我和我朋友是黄金。开始的时候还在想，不错耶，有两个铂金在，可以躺赢了呢。事实证明，是我想得太美。,351,653,1,351,65,split_paragraph
本人长相确实还算中上！三任男友对我全都一见钟情刚开始都表现喜欢的不行 从来没这么中意过可是慢慢的也就冷下来了第一任 好了一年多寡淡寡淡我提分手第二任 好了 四个月慢慢对我不上心见我次数减少争辩中 我问他是不是不想和我处了！他说不知道。第三任 好了四个月 家长什么都见了 一副要和我结婚的模样可是慢慢发现开始对我没有耐心 动不动小脸子 最后居然甩的我！,538,655,0,538,175,split_paragraph
分手前一周还半夜 来接我下班我一直坚信 没有什么合适不合适 只有爱的不深一而再 再而三我都快没有信心了俗话说 静坐常思己过我想来想去 本人有工作有学历 性格大方开朗 三观端正 打扮合体 有时确实稍微犟点耍耍姑娘脾气 不太会做家务。请问男生们你们为何会厌烦那个你曾经超级喜欢的姑娘男生对你有70分的喜欢，也承受不住你50分的任性。有的姑娘是满格的任性，嗯，我身边有这样的。最后的恋爱结局总是很。关于zuo的这一点，我身边的姑娘都会。为什么会有zuo的行为出现，分析几点。,538,655,1,538,234,split_paragraph
这种心态是不健康的，不利于恋爱发展的，有点依恋型恋爱的意思。1，拼命想让对方证明有多爱自己，或者自己多有魅力。多发生于有点姿色的女生身上。,538,655,2,538,69,split_paragraph
请各位吃货从起源，外型吃法，口味差异，流行区域等各方面分析。类似问题冒菜是一个人的火锅，火锅是一群人的冒菜 串串香是带签的麻辣烫，麻辣烫是不带签的串串香 好吧，按照我们当地的习惯，烫熟拌好吃的叫麻辣烫 拿一堆串下锅煮然后吃像火锅的叫串串香 火锅多了，九宫格鸳鸯小火锅什么的，盘菜加油碗，干碟油碗都算 冒菜有自选的有配好的 都是辣的 四川还有钵钵鸡 看了一下两条回答 我看错了！,257,658,0,257,188,split_paragraph
我属于作息规律的人，十二点睡七点起。室友长期昼夜颠倒，通常早上五六点才睡觉，一直睡到下午三点。她这样长期日夜颠倒身体会出什么样的问题心术里面郑艾平不是说的很清楚了嘛 小护士第一年到医院，脸蛋一个个都红扑扑的像油画里上了蜡的红苹果。值一年大小夜班以后，脸色就发青了，变成青苹果。二年以后，总是熬夜，休息不好，青苹果就变成黄苹果了。好了，不抖机灵，正经说吧。,276,662,0,276,177,split_paragraph
可能是由于自己平时还是比较注重锻炼的，不吸烟，不喝酒，饮食也还算规律，所以没有出现各种内分泌失调的症状，但是，长期日夜颠倒，生物钟被打乱的不成样子，影响睡眠啊！,276,662,1,276,80,split_paragraph
最近搞家庭影院，买了一个oppo的蓝光机4千多，但界面非常不好用，还是喜欢用android的盒子。两者如果都是hdmi输出到功放，那画质和音质有区别么？hdmi输出信号是数字的，那两者的输出信号是一样的喽？比如小米盒子补充：影音间，150寸幕布通常来说，画质与音质上的差别不会很大，或者说在主流的家用播放器材上，不容易察觉到区别。题主使用的网上片源虽然是重新封装的，体积相比蓝光原盘可以小很多，但它们一般只是剔除了其他语言音轨，以及花絮等内容，所以音画质差别不是很大。10g以下的片源就另当别论。,362,665,0,362,248,split_paragraph
因为马上要考试，又为了兼顾约会，所以选择这里来自习。亲爱的就在旁边看书。呵呵，这样的约会形式我很喜欢。下午3点左右到的店里。几乎已经客满，幸好找到一个位子，可惜不是沙发。点了一杯拿铁，一块CHEESE蛋糕。坐了一个下午。看看书，喝喝咖啡，吃吃蛋糕 偶尔再彼此骚扰骚扰。,150,667,0,150,134,split_paragraph
国内安卓app普遍存在乱要权限，后台运行，乱推送消息，耗电，运行不流畅，不符合设计规范等问题。这些问题怎么解决呢？在企业和行业两个层面有没有什么好的办法？老婆大人爱咖啡，而且总告诉我这种咖啡豆是什么什么味，那种烘焙方法是什么什么口味，我一个耳朵听一个耳朵又出去了。有一次我跟导师新西兰人聊起来，我说我就没有那种品咖啡的舌头吧，喝不出好赖来。导师说，你喝过几次好的咖啡你就能喝出区别来了。之后我去了伦敦两家感觉还不错的咖啡店，我自己很喜欢，再喝其它几家的，确实能体会出区别了。,291,668,0,291,237,split_paragraph
第一眼还看成了泰妈火锅！以为是泰国的火锅，仔细一瞧原来是秦妈火锅！同事中有个正好是四川人！说满正宗的！我是没有什么概念！我的概念就是一个字辣而且越吃越辣！PS点的是中辣的，因为领导说中辣，我这个小八腊子好说什么呢！： 东西也不是我点的，上来看看么和一般的火锅店没什么区别的，羊肉和牛肉还是满嫩的涮的！而且根本不用另外的调料！好像锅底里面放盐的吧？我觉得咸淡正好！装修的还是可以的，我挺喜欢的！服务吗也还算过的过去，基本上也能随叫随到！,238,670,0,238,217,split_paragraph
青岛是胶济铁路的终端，还有德日两国经营数十年的军港。威海虽也是英国租借地，但英国在这里的投入度明显较低。,94,672,0,94,52,split_paragraph
因为之前有团购的经验，所以没有刚刚团购来就急着打电话订餐，因为最开始的几天一定人很多，事实证明我是对的。我去的时候人并不是很多，空调很凉快，夏天吃火锅这点很重要，而且服务也很周到。券里的东西足够两个人吃饱了。【鲶鱼】这个很赞，味道很不错。两斤的数量两个人吃也足够了。本来和老公说吃完了如果没吃饱的话再单点一斤，后来没要，因为套餐的东西就已经饱了。【竹节虾】虾的个头儿一般。不过我是不喜欢在火锅中涮这种带腥味的东西，所以虾我是一个都没吃，也就不做评价了。不过很新鲜。,622,673,0,622,232,split_paragraph
【菌类拼盘】有三种蘑菇，香菇，蟹味菇，和杏鲍菇。比较喜欢里边的蟹味菇，平时在家自己吃火锅也会买。虽然也吃不出什么其他的味道，但是还是喜欢吃蘑菇。【蔬菜拼盘】里边的东西很多，没有细数，加一起大概其有10种左右。数了一下就倒锅里了，喜欢麻辣烫式的吃法，就是把所有的东西一股脑放在锅里涮。【香菇鸡肉丸】中规中矩，个头不算太大，但是能吃出来是现做的，很新鲜。【小料】小料是有好几种，可以任选，我们要了传统的麻酱的和香油的。我吃的麻酱的，比较不错。老公吃的香油的，因为他爱吃辣的，吃香油的比较好。,622,673,1,622,243,split_paragraph
【烧饼】两个，表皮很酥，肯定是新做的。【西瓜汁】一大扎的西瓜汁，根本不用再点饮料了，而且最后我们还剩了点儿，实在是喝不动了。这次的团购相当成功，看墙上还贴了很多菜的照片，看着还挺有食欲的，但是这套餐都没吃了，也就没点别的。,622,673,2,622,111,split_paragraph
由于怀着对她的情感接触到这部书。读后有淡淡的哀思。书名《穆斯林的葬礼》已隐含了悲剧的结局。但迟迟不愿相信冰雪聪慧的韩冰玉竟然也不得圆满较早的离世。我不愿相信作者内心也觉得可惜要不怎么会安排楚雁潮最后的出场呢时光荏苒年华不再但火热的心情不增随着斑白的华发而稍减。,211,674,0,211,130,split_paragraph
去过很多人家里，都是乱糟糟的，这好像跟经济高低没有太大关系，有些人家里经济条件很好装修得也很棒但整个家都很乱，更不用说大学时见过的宿舍了不忍直视啊。想问问，像日本近藤麻理惠那样的整理房间工作，在中国可行度大吗？这是典型的物质过剩的社会里的整理方式，适合日本和中国的大城市的一部分人。如果你买的时候节奏是“买买买”，自然也适合“扔扔扔”。如果你买的时候的节奏是“买？（纠结很久，淘汰很多）买？,235,675,0,235,195,split_paragraph
我是一个长相平平的女生，从小看那些男神女神就觉得他们太幸运了，为什么我没长得那么好看。时常会想，他们是不是有很多桃花。也会想他们是如何看待自己和我这样长相平平的人。可能是有些自卑吧 ，自己总是不敢和那些好看的人说话，觉得人家不会搭理你，好看的人主动和我说话，我都受宠若惊，想知道好看的人对自己的容貌是咋想的。,194,676,0,194,154,split_paragraph
有一些小众购物软件，尤其是电视上的点播系统很多是不能搜索的，只能根据他的分类随便翻，比如早期的乐蜂网。原来觉得这个公司是傻吗，连搜索都忘了做。直到有一天。,173,680,0,173,77,split_paragraph
1997年与动力火车共同被上华唱片列为1997年度新人而出道，出版第1张个人专辑《爱情多恼河》，并且凭著齐秦演唱的《火柴天堂》一曲获得第8届金曲奖流行音乐类最佳作词人奖，至今已发行十多张音乐作品，并为许多歌手担任词曲创作。2005年与在中国大陆工作时结识的歌手杨洋（北京出身）结婚。2009年和妻子杨洋于7月推出了公益新歌《团团圆圆》。,241,683,0,241,168,split_paragraph
店就在渝信川菜楼上，不过一定要从汉口路那个门上去的。前台MM态度很好。肩颈按摩下来还是很给力的，特别适合办公室一族，手法轻重适宜，很舒服。此外，还对脸部做了保湿，效果还不错，面膜和眼膜一个不落，非常喜欢。,206,686,0,206,102,split_paragraph
同楼主，我觉着穿衣打扮这东西只要有时间有钱就不是问题剩下的就是多看多学多思考了 给楼主几点我正在做的事吧 1看一下问答社区上 杜绍斐 关于穿衣打扮的回答，顺便可以看一下他微信公众账号微信号shaofeidu里的文章 2学点配色料子裁剪牌子等方面的理论知识 3多看别人怎么穿的！多看别人怎么穿的！多看别人怎么穿的！,234,689,0,234,156,split_paragraph
23日，记者从该校获悉，涉事教师已被停职，并要求赴医院看护受伤学生胡瑞(化名)，另一被打学生索朗(化名)因下颚疼痛难以进食，只能借助止痛药和消炎药坚持上课。22日16时，中新网记者在青海省人民医院脑外科见到被打学生胡瑞时，他正躺在病床上做腰椎穿刺，因疼痛难忍而抽泣。为缓解穿刺时的疼痛，胡瑞不断挣扎，大夫和家人一再鼓励他要坚持。“究竟是有多大的仇恨，让孩子受这个苦。”胡瑞的母亲胡女士擦着泪水，心疼地看着孩子，胡瑞的父亲紧握着孩子的右手默不出声，“过几天还要做一次腰椎穿刺”。,1506,694,0,1506,238,split_paragraph
胡瑞告诉中新网记者，3月19日下午，他们上体育课时，老师董保国做一个类似俯卧撑的示范动作时，他和同学索朗对一旁的同学说“这个动作像耍流氓”。可没想这话惹怒了体育老师董保国，董保国随即起身用拳头击打索朗头部。“第一拳下去我就蒙了，向后退了三四步。”索朗说，老师打了他四五拳后，一旁的胡瑞说“老师我也说了”，结果也遭来董保国一顿暴拳。“我跟老师说了对不起。”索朗说，被打之前，他已经向董保国道歉，“后来他(董保国)把我们叫到办公室，准备找棍子接着打我们。,1506,694,1,1506,225,split_paragraph
”所幸董老师未能在办公室找到棍子，胡瑞的班主任和同学也闻讯赶到办公室。索朗和胡瑞说，被老师殴打完后，他俩都出现了头晕、恶心，但坚持上完了下午的课程。19日晚，胡瑞的母亲从另一家长口中得知孩子被打的事，20日一大早就带着胡瑞到西宁市第一人民医院就诊。根据医生初步诊断，胡瑞因被殴打致蛛网膜下腔出血住院。索朗因下颚疼痛，也于当天下午去做检查，诊断结果为下颚骨开裂，听力下降。20日下午，西宁市第十二中学校方领导与董保国以及胡瑞、索朗的班主任前往医院探望。,1506,694,2,1506,225,split_paragraph
“学校是20日上午才知道的这个事，下午就去医院看望学生。”十二中学副校长任继生23日上午说，事发后，班主任看到两名学生并无大碍，“所以并未向学校汇报此事。”胡女士告诉记者，事发后，董保国和班主任确有来过探望，也提出想照顾孩子，“老师说所有住院期间的费用会按发票报销，对于学校垫付医药费的要求，我们没同意。”“董老师悄悄地放了3000元压在胡瑞的枕头下，我们会将这个钱还给老师。”胡女士说，家属不提任何要求，只等学校的处理决定。,1506,694,3,1506,213,split_paragraph
因治病需求，22日，胡瑞转入青海省人民医院接受治疗，另一被打学生索朗靠服用消炎药和止痛药缓解疼痛，“已经三天没好好吃饭了。”副校长任继生告诉中新网记者，学校已做出对董保国停职检查的处理，“后期会根据学生病情发展，做出从严从重的处理，给学生家长一个交代。”记者问及为何事发三天后才做出上述处理决定时，任继生表示，周六去上坟，周日得知学生转院，而负责调查此事件的教务处刘姓主任也因孩子生病请假，“至今没有拿到一份详细的事件调查报告。,1506,694,4,1506,214,split_paragraph
”23日晚间，记者从西宁市委宣传部获悉，西宁市教育局已召开党委扩大会，专题听取西宁十二中师德师风建设和教师殴打学生情况调查的汇报。会议依据相关规定对学校及相关责任人作出了处理决定：一是给予董老师停职检查，市教育局与学校组成调查组，根据事情的性质、情节、伤害程度，依法依规进行严肃处理，如造成人身伤害，移交相关部门依法追究责任。二是教育局和学校协调医院专家全力医治，学校和责任人董老师向家长和学生道歉，并承担全部治疗费用。三是对学校班子进行责任追究、连带问责，学校领导班子年终考核不得评优。,1506,694,5,1506,244,split_paragraph
由于有三个儿子，能否继承衣钵成为了媒体关注的话题。齐祖之子 众所周知，齐达内的大儿子恩佐非常有天赋，年幼时是皇马青年队的主力，是被媒体最为看好的足球星二代。他的”马赛回旋“简直亮瞎眼，仿佛齐祖重现江湖。2013年，18岁的恩佐与皇马俱乐部签订了职业合同，加入皇马C队，身穿10号球衣的他司职前腰，是当仁不让的组织核心。而齐祖的二儿子，卢卡·齐达内偏好防守型，2004年加盟皇马青训营，当上了门将。,823,695,0,823,198,split_paragraph
小贝大儿子天赋一般 相比而言，贝克汉姆的大儿子布鲁克林天赋并不高，但是有小贝从小陪着训练，也很快得到了众多俱乐部的赏识。2014年与阿森纳签约了一份短期合约，直至赛季结束。而在2015年，阿森纳表示不再续约布鲁克林，这让刚过完16岁生日的他很失望。但是小贝的老东家曼联已经抛出了橄榄枝，欲签约大公子。二儿子多才多艺 二公子罗密欧，显然更喜欢网球，并且被媒体称赞网球天赋惊人。目前罗密欧正在练习足球和网球两个项目，顺带着母亲还会让她拍摄一些时尚画报，三线发展，择优而选。,823,695,1,823,234,split_paragraph
三儿子天赋异禀 小贝的三个儿子中，最有天赋的是老三克鲁兹，从小就对足球很喜爱。根据英国足球专家的看法，贝克汉姆三个儿子中最具有足球天赋的是三公子克鲁兹，他的职业前景也最被外界所看好。因为克鲁兹的触球反应速度最快，动作也很灵敏，如果照这样发展下去，他将来会是众多俱乐部争抢的热门新星。女儿小七最漂亮 时尚界的宠儿 贝克汉姆的女儿被赞长得最像小贝，继承了父母的的优良基因：父亲的颜值和母亲的气质。虽然只有四岁，但是在时尚圈里，身价已然不菲，童装的热门代言人。,823,695,2,823,227,split_paragraph
当然，由于是家族中的老幺，也是贝克汉姆退役后主要照顾的对象，非常受宠爱。奶爸保镖 时装周的常客，颜值最高的一家人。未来时尚界的宠儿，随着年龄的增长，魅力指数飙升。今日难题：美女摆残局挑战，一般人是破解不出来的！请问:甲，乙两家谁会赢？,823,695,3,823,117,split_paragraph
辛亥革命的历史意义辛亥革命推倒了皇帝宝座，用资产阶级民主共和制度代替封建地主阶级的皇权专制制度，是历史的进步。掀倒皇帝宝座，动摇了中国人对两千年来似乎千古不变的皇权统治的崇拜。辛亥革命不是以拥立新皇帝为目的，而是推倒皇帝，建立全新的体制。新生的共和国并不令人满意，甚而令创造者都为之失望，但从此以后，共和民主的观念深入人心，敢有帝制自为者，天下共击之，成为大众新的根深蒂固的信念。这就是历史的巨大进步。辛亥革命带来中国政治体制、对外关系、社会经济、教育文化、风俗观念的一系列新变化。,3879,698,0,3879,241,split_paragraph
南京临时政府颁布《临时约法》，体现了主权在民的共和民主色彩和鲜明的民权宪法性质，在中国宪政史上具有重要的意义。辛亥革命后，帝国主义列强虽然还企图继续控制、欺凌中国，但中国民众的觉醒程度空前提高，民族独立和国家主权的要求汇成巨大的潮流，迫使当政者不能轻易对外妥协，也迫使帝国主义列强不能不顾及中国的民意，中国开始了国家地位缓慢回升的过程。辛亥革命后，出现了历时近十年的现代工业发展浪潮，现代化经济在国民经济中所占的比例明显提升，从而为其后的新民主主义革命建立了更宽广的经济基础和阶级基础。,3879,698,1,3879,243,split_paragraph
现代教育制度进一步发展，舆论传播更趋普及和活跃，从而为更大层面的政治经济社会变革准备了人才和舆论条件。人们的风俗习惯、行为做派、交往礼节在变化，这些看似形式的变化，实际解除了人们思想的种种束缚，有利于进步和发展。辛亥革命是伟大的思想解放运动。以共和民主取代皇权帝制，是中国历史了不起的转折和成就，它所带来的思想解放是历史空前的。辛亥革命开创了完全的新局面，两干多年的皇权观一夕倾覆，当然是巨大的思想解放!中国人以巨大的热情拥抱新思想和新观念，思想空前活跃，民意空前旺盛。,3879,698,2,3879,235,split_paragraph
随后发生的新文化运动和五四运动顺理成章，马克思主义的传播蔚为潮流。中国共产党随之成立，并在短短二十多年的时间里，以磅礴的气势领导中国革命奔腾向前，完成了反帝反封建的历史性任务，建立了全新的中华人民共和国。辛亥革命为20世纪中国的历史性进步打开了闸门。20世纪中国发生翻天覆地的变化，而这样的变化之所以能够发生，是由辛亥革命拉开的序幕、开启的闸门。革命后不久，虽然出现了军阀混战、国家分裂、民众困苦的混乱时期，但不过是历史长河中的一段插曲。,3879,698,3,3879,219,split_paragraph
从1911年到1949年，短短38年就诞生了中华人民共和国，这个由乱到治的过渡时间并不是很长，与主要西方国家近代革命之后由乱到治的过程相比更是如此。辛亥革命具有世界性意义。辛亥革命的发生是国际环境下内外情势共同作用的结果，受到世界形势的重大影响。辛亥革命是世界尤其是亚洲殖民地半殖民地国家民族解放运动的重要组成部分，打击了帝国主义的殖民体系和侵略势力，鼓舞了世界殖民地半殖民地国家尤其是周边国家的民族独立和解放斗争。孙中山的三民主义、世界大同、天下为公等思想，对亚洲乃至世界各国也产生了重要影响。,3879,698,4,3879,248,split_paragraph
所以，列宁认为:辛亥革命不仅标志着“地球上四分之一的人口可以说己经从沉睡中醒来，走向光明，投身运动，奋起斗争了”而且也意味着“极大的世界风暴的新的发源地己经在亚洲出现”“我们现在正处在这些风暴以及它们‘反过来影响’欧洲的时代”。从辛亥革命的成功方面看其现实意义辛亥革命既在中国近代历史上具有划时代的意义，也与当下中国的社会现实有着历史的传承，因此，它既有历史性的重要意义，也有现实性的重要意义。革命志士的高尚情怀激励着后人不断奋斗。,3879,698,5,3879,216,split_paragraph
以孙中山为代表的辛亥革命先辈志士，不惜牺牲、奋不顾身、视死如归、大义凛然的革命精神和爱国情怀，是中华民族先进分子的代表，激励着后人不断奋斗，为祖国的进步发展贡献自己的力量。孙中山提倡人民公仆精神可以为后来者镜鉴。孙中山就任南京临时政府大总统，自称人民公仆，提倡以人民为本位。这对于中国自有阶级社会以来的官场政治，是革命性的突破。孙中山的公仆精神与廉洁自持，是孙中山也是辛亥革命留给后人的珍贵政治和精神遗产。孙中山构想的国家建设蓝图仍然具有现实意义。,3879,698,6,3879,224,split_paragraph
孙中山胸怀建设中国的伟大理想，制定了“振兴中华”、实现中国现代化的初步蓝图。孙中山的理论创造与实践活动，与辛亥革命有着密切的联系。他设计的国家现代化建设蓝图，今天仍然有着现实的意义，是值得后人共同珍惜的宝贵遗产。辛亥革命提出中华民族概念和民族团结主张，为我们处理现实的民族关系提供了参考与借鉴。辛亥革命是以民族革命为起点的。毋庸讳言，革命派曾经提出反清主张。在中国近代的特定环境下，以清朝皇帝亲贵为代表的封建统治阶级，对外屈膝，对内镇压，己经成为中国进步发展的障碍。,3879,698,7,3879,233,split_paragraph
不推翻以清朝皇帝亲贵为代表的封建统治，中国就不能实现民族独立、国家富强。从民族革命的角度说，孙中山提出的革命主张，就是推翻封建王朝，反对的是封建统治阶级本身，而非某个特定的民族。孙中山创建共和之后，随即提出汉、满、蒙、回、藏“五族共和”的主张，也就是实现中华民族大团结，建设统一的多民族国家。中华民族概念的提出和普及，民族团结和民族平等的观念，是辛亥革命留给现代中国人的宝贵遗产，具有非常积极的意义。纪念辛亥革命有助于拉近海峡两岸的距离。,3879,698,8,3879,219,split_paragraph
辛亥革命是海峡两岸中国人共同的历史记忆，海峡两岸的中国人都是辛亥革命历史遗产的继承人。纪念辛亥革命和孙中山等辛亥革命先辈的功绩，正确阐释辛亥革命的历史，是和平统一、一国两制的题中应有之义，可以増进两岸同属一个中国的共识，拉近两岸民间的距离，増强台湾岛内反独促统的思想意识和力量凝聚，在实现祖国统一大业的进程中，发挥积极的正面的意义。纪念辛亥革命有助于动员广大华侨华人共同支持祖国的建设事业。海外华侨华人曾经以极大的热情和行动支持了辛亥革命。,3879,698,9,3879,220,split_paragraph
